miRNAs	HEK_Pellet_SDPR_1	HEK_Pellet_PRTF_1	HEK_Pellet_CAV_1	HEK_Pellet_PN4-11_1	HEK_Pellet_PRKCA4_1	HEK_Pellet_SDPR_2	HEK_Pellet_PRTF_2	HEK_Pellet_CAV_2	HEK_Pellet_PN4-11_2	HEK_Pellet_PRKCA4_2	HEK_Pellet_SDPR_3	HEK_Pellet_PRTF_3	HEK_Pellet_CAV_3	HEK_Pellet_PN4-11_3	HEK_Pellet_PRKCA4_3	HEK_Exosome_PTRF_1	HEK_Exosome_SDPR_1	HEK_Exosome_CAV_1	HEK_Exosome_PN4-11_1	HEK_Exosome_PRKCA4_1	HEK_Exosome_SDPR_2	HEK_Exosome_PRTF_2	HEK_Exosome_CAV_2	HEK_Exosome_PN4-11_2	HEK_Exosome_PRKCA4_2	HEK_Exosome_SDPR_3	HEK_Exosome_PRTF_3	HEK_Exosome_CAV_3	HEK_Exosome_PN4-11_3	HEK_Exosome_PRKCA4_3	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV2_23.3Q	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F	PC3_Exosome_GFP_4.3	PC3_Exosome_CAV1_4.3	PC3_Exosome_CAV2_4.3	PC3_Exosome_CAV3_4.3	PC3_Exosome_GFP_23.3	PC3_Exosome_CAV1_23.3	PC3_Exosome_CAV2_23.3	PC3_Exosome_CAV3_23.3	PC3_Exosome_GFP_6.3	PC3_Exosome_CAV1_6.3	PC3_Exosome_CAV2_6.3	PC3_Exosome_CAV3_6.3
hsa-miR-375-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-3p	2	0	2	4	1	0	1	1	1	4	0	6	0	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-383-5p	9	9	20	23	0	0	6	10	4	6	3	2	7	6	3	1	2	2	1	5	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4727-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6863-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3687-2-3p	5	9	7	6	0	0	3	4	5	2	3	4	11	7	1	3	0	0	1	1	0	0	0	0	0	0	0	1	0	1	3	5	8	11	10	13	6	13	32	4	2	4	0	0	1	1	3	0	5	3	0	0	3	0
hsa-miR-1206-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3199-1-3p	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	1	2	1	3	1	0	1	5	0	0	9	0	9	0	0	1	2	0	0	0	0	1	0	2	1	2	3	3	2	0	1	0	1	1	0	18	1
hsa-miR-6131-3p	56	26	115	16	0	1	29	14	168	7	80	3	117	13	8	495	464	60	481	168	210	657	9	320	483	10	3	354	31	401	36	16	51	72	24	84	47	4	10	12	8	15	163	114	69	88	160	60	150	244	227	13	78	1222
hsa-miR-3944-3p	1	1	3	3	0	0	5	2	9	3	20	2	6	5	3	4	1	1	0	3	2	0	1	0	1	0	0	0	0	2	0	3	0	0	2	3	0	0	2	0	0	1	0	1	0	4	0	1	3	0	0	0	0	0
hsa-miR-6770-2-5p	1	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-3200-5p	0	0	8	1	0	0	1	2	0	2	0	1	2	2	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-3p	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5702-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-563-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-559-5p	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302-4-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548i-2-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
hsa-miR-516a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-152-5p	7	5	4	4	0	0	7	4	3	11	8	4	5	4	9	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	2	1	2	3	6	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3613-5p	1381	1104	1539	1397	2	4	662	1210	566	1421	456	536	725	923	1005	73	107	134	117	177	80	20	12	29	30	13	1	90	53	75	66	167	25	47	104	65	109	86	128	79	90	68	96	90	27	20	46	72	42	46	10	1	42	32
hsa-miR-4452-5p	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3611-3p	3	3	8	5	0	0	2	12	6	12	3	7	4	21	11	0	6	2	7	1	0	6	0	1	2	1	0	4	0	3	1	8	2	1	6	1	2	12	3	8	4	6	4	2	4	2	0	3	5	2	2	0	4	1
hsa-miR-6852-3p	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10a-5p	121144	239476	91842	80924	6930	188	129834	125864	168359	142305	87311	50803	146317	127343	78779	24086	16679	11541	17124	19367	4108	2750	1320	3394	5166	1236	289	18084	7490	19960	17213	22987	10965	15415	13481	9964	8070	17083	34675	16076	12590	16212	16429	13478	6763	6490	14677	7928	5996	10603	5660	1055	10621	4929
hsa-miR-6878-5p	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-548d-2-3p	1	0	4	4	0	0	1	3	2	2	6	5	1	7	1	2	2	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3924-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	3	1	0	0	0	0	0	0
hsa-miR-331-3p	208	127	238	258	0	0	282	138	221	366	264	193	289	306	319	27	13	11	28	13	2	3	1	5	5	1	1	13	7	18	70	129	23	56	99	53	60	89	86	38	55	72	25	41	41	50	67	46	48	52	0	3	40	11
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378d-2-5p	151	745	400	448	8	2	438	236	394	374	271	208	351	271	226	300	111	214	170	161	78	74	24	43	63	5	0	94	36	153	59	176	38	100	175	79	97	151	113	58	119	117	205	159	140	193	82	192	107	157	16	3	304	30
hsa-miR-4519-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1248-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-6507-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	13	0	0	0	2	3	0	4	0	1	0	1	6	4	0	2	0	0	0	0
hsa-miR-29a-5p	2	2	1	2	0	0	1	2	0	1	1	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	1	7	10	6	9	6	6	11	5	15	4	2	6	6	7	5	9	10	1	0	6	1
hsa-miR-3689e-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654-5p	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-5p	8	12	14	23	0	0	25	12	21	10	17	10	29	19	14	2	2	1	2	0	4	1	0	0	0	0	0	3	0	1	7	4	2	4	5	3	15	6	7	2	5	7	2	3	3	1	2	1	2	2	3	0	1	2
hsa-miR-3142-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-941-4-5p	0	1	2	2	0	0	3	2	1	2	4	0	4	4	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1913-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-2-5p	12	10	23	15	0	0	12	10	17	18	6	4	12	10	10	2	2	0	2	4	2	0	2	0	1	0	0	3	0	1	3	6	3	7	4	0	3	1	11	6	2	0	4	0	0	1	2	1	2	4	1	0	2	0
hsa-miR-6500-3p	10	11	30	20	0	0	30	12	25	11	36	12	45	15	15	10	6	2	5	3	10	2	1	1	3	0	0	3	0	0	2	2	1	0	1	0	0	0	2	0	2	0	0	0	6	8	1	0	0	3	0	0	2	1
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-2-3p	0	3	0	1	0	0	0	0	2	4	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
hsa-miR-6876-5p	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5695-3p	4	1	4	0	0	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302-10-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4300-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4419a-3p	0	0	0	4	1	0	1	1	2	0	0	0	0	0	0	29	22	0	13	4	1	11	0	8	9	0	0	19	1	19	0	4	1	2	0	1	3	0	1	0	0	1	0	0	1	1	2	0	0	0	0	0	2	1
hsa-miR-6883-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-5p	3702	2335	3520	2776	7	14	2839	4072	2748	3542	2288	2447	2435	3281	3174	979	818	569	977	784	506	507	168	325	454	46	10	851	285	1256	367	747	251	464	488	498	561	627	1175	500	907	451	1386	1071	949	777	642	670	631	876	342	27	1464	504
hsa-miR-4724-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0
hsa-miR-1908-3p	1	0	0	1	0	0	0	0	1	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-217-5p	33	29	83	68	0	0	50	34	58	30	17	6	31	24	34	47	33	11	46	18	9	6	0	2	3	0	0	8	1	7	2	4	1	2	8	1	2	1	4	0	1	1	4	0	4	0	2	1	0	1	0	0	5	0
hsa-miR-6817-3p	2	1	3	1	0	0	3	0	1	2	0	1	1	0	2	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1263-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-621-5p	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3937-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-5p	0	1	1	6	0	1	4	0	2	0	4	1	2	4	3	8	3	0	1	1	2	1	0	0	1	0	0	0	0	2	5	8	6	2	8	1	6	4	6	1	0	3	17	17	28	13	20	15	9	16	4	0	21	5
hsa-miR-6511a-4-3p	10	6	13	5	0	0	8	4	10	5	8	5	9	8	5	2	4	0	1	1	0	0	0	0	0	0	0	1	0	3	2	5	0	1	1	0	1	1	4	0	0	1	1	0	2	0	0	1	0	1	0	0	1	0
hsa-miR-19b-2-5p	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29b-1-5p	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	5	1	8	9	5	9	0	2	3	2	2	3	0	6	0	3	1	5	2	1	0	26	2
hsa-miR-6715a-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3131-5p	2	1	10	6	0	0	6	3	13	8	6	3	8	8	2	7	6	0	3	3	0	2	0	0	6	0	0	5	0	5	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0	1	0	2	0	0	0	0	0
hsa-miR-331-5p	75	66	173	135	0	0	142	111	103	112	65	48	62	63	39	58	50	12	25	8	2	13	2	7	8	1	0	20	7	26	18	36	7	23	45	11	15	17	34	14	20	11	11	10	7	7	13	17	3	18	2	2	74	4
hsa-miR-127-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-4529-3p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7g-3p	0	0	0	0	0	0	0	0	0	1	0	2	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	3	1	2	0	1	2	1	2	0	1	1	1	7	0	0	2	1
hsa-miR-5587-5p	2	1	4	6	0	0	0	1	4	4	6	3	4	2	7	7	0	0	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-95-5p	1	1	0	0	0	0	1	2	0	4	0	1	3	2	3	0	1	0	0	1	3	0	0	0	0	0	0	2	0	1	0	2	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0
hsa-miR-4736-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6879-3p	2	0	1	2	0	0	1	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5004-5p	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-2-3p	999	1058	2940	2564	31	50	1782	1095	1152	1595	1246	737	1470	1408	943	3052	2295	465	2213	584	86	307	91	92	247	19	6	577	183	433	4327	14342	3460	5353	15320	12047	13753	7555	8010	4025	6178	7670	5424	4941	17922	12273	13228	8280	13041	17589	663	43	22134	1641
hsa-miR-636-3p	2	1	6	6	0	0	2	0	2	4	4	0	2	3	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	0	1	1	1	1	2	1	1	0	1	1	0	0	3	0
hsa-miR-1276-5p	1	5	12	14	0	0	7	9	18	8	8	4	17	6	6	10	5	0	3	3	0	0	0	0	1	0	0	10	1	2	2	1	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	3	0	2	0	0	5	0
hsa-miR-548h-4-3p	1	0	1	0	0	0	1	0	0	3	3	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-5691-5p	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	1	1	8	5	0	0	2	0	1	4	1	0	0	0	0	2	4	0	2	3	0	1	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-1-5p	7	8	16	13	0	0	11	8	21	6	4	3	8	5	7	1	4	2	4	0	1	2	0	1	0	0	0	1	0	5	1	2	2	1	6	3	4	2	1	1	0	1	0	1	0	0	0	0	0	2	0	0	5	0
hsa-miR-548g-5p	2	3	13	4	0	0	5	7	2	6	2	0	3	13	5	5	4	0	3	0	2	1	1	0	2	0	0	2	2	2	3	2	1	1	1	0	0	1	1	0	0	2	1	0	0	1	0	1	1	0	0	0	2	0
hsa-miR-1268a-5p	3	2	18	11	0	0	4	1	0	3	17	7	5	12	7	3	4	0	4	0	3	2	0	5	4	0	0	9	2	17	8	1	2	5	7	2	3	6	10	0	22	2	3	0	6	0	3	0	2	2	0	0	4	1
hsa-miR-6726-3p	1	0	0	2	0	1	4	1	5	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-139-3p	0	0	1	2	0	0	2	0	2	2	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	9	1	1	0	2	3	0	1	1	1	2	1	0	0	0	0	0	0	1	0
hsa-miR-514a-3-3p	1	2	1	1	0	0	1	1	2	1	0	1	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	2	0	0	0	0
hsa-miR-3655-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7706-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-5p	0	0	3	2	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
hsa-miR-4447-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7977-5p	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6746-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-522-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	16	0	8	23	2	2	14	8	13	0	14	13	1	0	0	7	5	0	1	0	0	0	1
hsa-miR-375-3p	6	52	63	31	2	1	104	31	32	42	21	22	26	18	14	31	11	22	54	21	8	7	5	2	6	13	6	31	24	18	381	3326	231	1833	748	527	542	1846	1854	1834	283	1341	1276	2578	754	1889	851	1663	400	1360	608	5	706	923
hsa-miR-548aq-3p	32	44	45	34	0	0	37	26	26	40	32	36	30	57	36	15	16	9	14	12	9	4	3	4	11	0	0	12	6	15	5	8	2	0	4	2	2	4	11	4	6	5	9	2	3	4	6	4	5	4	1	0	5	2
