Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-74160,Gene Expression,197,2085,0.17231405,0.371965838,0.596451496,488,768,0.079232436,48887,Homo sapiens,CARS;SERPINE1;UBE2D3;PPP2R2A;PRDM1;THUMPD1;ADARB1;APEH;EDC3;PSMD9;RPS17;PSMD7;SESN3;TRIM28;PPP2R1B;PSMD2;MYC;CPSF3L;ZNF324;ZNF200;RARS2;CAST;SARS;WDR75;ZCRB1;UTP11L;DICER1;RUNX2;NRBP1;COX6B1;EEF1A1;ZNF92;CCNE2;PPA1;PSME4;TFAM;SIK1;SRSF7;TP53;DDX6;DNMT1;NOTCH1;PSMD11;RPN2;ANP32A;TGFA;NDRG1;GTF2E2;SMN2;RPRD1B;RPRD1A;SMN1;ZNF543;ESRRA;SMAD2;EIF2B4;CPSF4;ZNF264;NOP14;JUN;SMAD3;CPSF1;CBX3;CPSF3;RPP40;LSM1;TNFRSF10B;EEF2;ESR2;NR2F6;CNOT4;HNRNPM;PAN3;AGO3;HNRNPF;AGO2;MKRN3;TAF4B;CYCS;ATM;INTS6;EZH2;YWHAE;TRAM1;CDKN1B;GTF2H2C;NXT1;YWHAB;ZNF490;SRPR;PTEN;PRPF19;ELAVL2;SEC61A2;SIP1;PTBP1;TRMT112;XPO1;MED13;DNMT3B;MYBL2;EIF2B1;JARID2;RBM5;UTP15;HSP90AA1;TGIF2;EED;H2AFZ;PRMT1;DARS2;PRPF40A;PPP2R5C;BAZ1B;YWHAZ;PATL1;CCNA2;TFDP1;MTF2;C1D;PABPC1;CD44;YAP1;FYTTD1;PRKAA1;PCNA;SF3B3;PRKAA2;GTF3C4;HDAC1;URM1;RPL12;NR1I2;NOL9;AURKB;EGFR;EXOSC10;POLR2B;PES1;BMS1;POLR2C;DROSHA;RRP36;RPP14;ZNF621;HNRNPA1;SEC11A;PAIP1;SEC11C;UTP6;ZNF460;MRE11A;RPA2;ARID3A;GTF2H1;GTF2H2;MLH1;WDR12;MAPK14;GATAD2B;SPCS3;XPOT;POLR3E;RQCD1;POLR3F;BAX;TNRC6A;TNRC6B,,R-HSA-5334097;R-HSA-6799462;R-HSA-5334099;R-HSA-2187303;R-HSA-73739;R-HSA-2187309;R-HSA-6800490;R-HSA-6791285;R-HSA-450580;R-HSA-6805620;R-HSA-72722;R-HSA-2187325;R-HSA-6791291;R-HSA-73757;R-HSA-73758;R-HSA-6799431;R-HSA-927789;R-HSA-450595;R-HSA-113705;R-HSA-73769;R-HSA-5691512;R-HSA-69685;R-HSA-71732;R-HSA-6799441;R-HSA-450620;R-HSA-870449;R-HSA-2187293;R-HSA-6798374;R-HSA-6798372;R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-109638;R-HSA-927813;R-HSA-75850;R-HSA-6791223;R-HSA-6791222;R-HSA-75856;R-HSA-927836;R-HSA-6791221;R-HSA-75861;R-HSA-6791219;R-HSA-203862;R-HSA-6791218;R-HSA-927832;R-HSA-6799409;R-HSA-3239014;R-HSA-75862;R-HSA-927830;R-HSA-75864;R-HSA-8864989;R-HSA-6791228;R-HSA-75866;R-HSA-6791227;R-HSA-75869;R-HSA-2187388;R-HSA-6799418;R-HSA-379992;R-HSA-6799416;R-HSA-6801415;R-HSA-75873;R-HSA-8864999;R-HSA-2187330;R-HSA-6800396;R-HSA-75891;R-HSA-203893;R-HSA-203901;R-HSA-5578965;R-HSA-6801637;R-HSA-5578966;R-HSA-1799326;R-HSA-6805730;R-HSA-870538;R-HSA-73865;R-HSA-156808;R-HSA-6805740;R-HSA-6801641;R-HSA-156823;R-HSA-6791409;R-HSA-2032775;R-HSA-1989766;R-HSA-156826;R-HSA-157849;R-HSA-209055;R-HSA-6805755;R-HSA-203934;R-HSA-927889;R-HSA-2187395;R-HSA-6791363;R-HSA-75949;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-6791387;R-HSA-1799332;R-HSA-3700984;R-HSA-5334160;R-HSA-6814885;R-HSA-5334164;R-HSA-3700981;R-HSA-975040;R-HSA-6791349;R-HSA-6791348;R-HSA-5334151;R-HSA-2106614;R-HSA-2106615;R-HSA-5334152;R-HSA-73946;R-HSA-6805638;R-HSA-6791302;R-HSA-156907;R-HSA-74986;R-HSA-2179274;R-HSA-2179276;R-HSA-6791306;R-HSA-156908;R-HSA-156909;R-HSA-74993;R-HSA-156915;R-HSA-74992;R-HSA-156912;R-HSA-5334179;R-HSA-2106579;R-HSA-74994;R-HSA-156913;R-HSA-6805650;R-HSA-6791327;R-HSA-156923;R-HSA-428287;R-HSA-2106586;R-HSA-6791323;R-HSA-212222;R-HSA-2106591;R-HSA-5693609;R-HSA-6796647;R-HSA-156930;R-HSA-349455;R-HSA-77069;R-HSA-77068;R-HSA-6796649;R-HSA-77071;R-HSA-428296;R-HSA-77073;R-HSA-191763;R-HSA-77077;R-HSA-77078;R-HSA-76054;R-HSA-77081;R-HSA-76056;R-HSA-77083;R-HSA-77085;R-HSA-76060;R-HSA-212252;R-HSA-2106625;R-HSA-77090;R-HSA-212263;R-HSA-77095;R-HSA-191786;R-HSA-191784;R-HSA-191790;R-HSA-212269;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-380229;R-HSA-6797606;R-HSA-380224;R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082;R-HSA-6792491;R-HSA-2186607;R-HSA-427336;R-HSA-427337;R-HSA-5629189;R-HSA-191830;R-HSA-1484099;R-HSA-5629187;R-HSA-75095;R-HSA-6797616;R-HSA-75097;R-HSA-75096;R-HSA-5633295;R-HSA-75098;R-HSA-6782264;R-HSA-6803719;R-HSA-427366;R-HSA-141671;R-HSA-141673;R-HSA-8865256;R-HSA-6798615;R-HSA-427383;R-HSA-6798611;R-HSA-8865265;R-HSA-5633314;R-HSA-141691;R-HSA-5696813;R-HSA-5696810;R-HSA-6804762;R-HSA-159101;R-HSA-2318752;R-HSA-212352;R-HSA-212356;R-HSA-427404;R-HSA-163214;R-HSA-6803946;R-HSA-427409;R-HSA-449937;R-HSA-6783483;R-HSA-72095;R-HSA-212380;R-HSA-6799815;R-HSA-6797766;R-HSA-6785478;R-HSA-6786501;R-HSA-6800836;R-HSA-6797763;R-HSA-72103;R-HSA-6803917;R-HSA-72107;R-HSA-173481;R-HSA-6803914;R-HSA-2186643;R-HSA-173488;R-HSA-6793685;R-HSA-112055;R-HSA-112054;R-HSA-6803935;R-HSA-2127257;R-HSA-6804955;R-HSA-72124;R-HSA-72127;R-HSA-72130;R-HSA-6803875;R-HSA-6799777;R-HSA-3222006;R-HSA-2176491;R-HSA-72139;R-HSA-72143;R-HSA-2321904;R-HSA-5633414;R-HSA-212432;R-HSA-6803892;R-HSA-2186741;R-HSA-6803890;R-HSA-2176503;R-HSA-2176502;R-HSA-5632386;R-HSA-6800816;R-HSA-2186747;R-HSA-6793661;R-HSA-8871260;R-HSA-5632393;R-HSA-72160;R-HSA-5633460;R-HSA-163296;R-HSA-482788;R-HSA-8871266;R-HSA-426464;R-HSA-8871265;R-HSA-6804879;R-HSA-173545;R-HSA-163310;R-HSA-3221982;R-HSA-5633441;R-HSA-6803858;R-HSA-72180;R-HSA-6799761;R-HSA-6797712;R-HSA-6803871;R-HSA-72185;R-HSA-2176475;R-HSA-427514;R-HSA-426489;R-HSA-427527;R-HSA-6805103;R-HSA-433672;R-HSA-5601883;R-HSA-427528;R-HSA-6805109;R-HSA-112149;R-HSA-112150;R-HSA-112153;R-HSA-112152;R-HSA-6810238;R-HSA-112155;R-HSA-426522;R-HSA-187934;R-HSA-6810235;R-HSA-112156;R-HSA-6810234;R-HSA-426520;R-HSA-6810233;R-HSA-6805059;R-HSA-72231;R-HSA-8869549;R-HSA-3222020;R-HSA-8869566;R-HSA-2064932;R-HSA-3222128;R-HSA-6805035;R-HSA-3222116;R-HSA-8864466;R-HSA-451152;R-HSA-6804998;R-HSA-6804996;R-HSA-376419;R-HSA-3222093;R-HSA-6804194;R-HSA-6804193;R-HSA-111238;R-HSA-8865280;R-HSA-5632732;R-HSA-139913;R-HSA-6802165;R-HSA-6790907;R-HSA-6790906;R-HSA-6802170;R-HSA-6799097;R-HSA-111264;R-HSA-5632759;R-HSA-6798020;R-HSA-6801089;R-HSA-6798031;R-HSA-5632766;R-HSA-5632738;R-HSA-6804191;R-HSA-6798044;R-HSA-6804188;R-HSA-6792871;R-HSA-3222259;R-HSA-6800044;R-HSA-6800042;R-HSA-6797993;R-HSA-6798004;R-HSA-5601926;R-HSA-6801087;R-HSA-6805126;R-HSA-6805122;R-HSA-2031355;R-HSA-6800001;R-HSA-3222237;R-HSA-6792863;R-HSA-112379;R-HSA-113402;R-HSA-112381;R-HSA-112383;R-HSA-113407;R-HSA-112385;R-HSA-113409;R-HSA-4331331;R-HSA-3215152;R-HSA-113411;R-HSA-113413;R-HSA-113412;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-83723;R-HSA-112396;R-HSA-4331340;R-HSA-429845;R-HSA-77589;R-HSA-113429;R-HSA-77591;R-HSA-77590;R-HSA-113430;R-HSA-77593;R-HSA-3215144;R-HSA-77592;R-HSA-6800253;R-HSA-77594;R-HSA-6800250;R-HSA-6806394;R-HSA-6806392;R-HSA-6790982;R-HSA-76576;R-HSA-429860;R-HSA-5632887;R-HSA-5250930;R-HSA-113442;R-HSA-113446;R-HSA-113449;R-HSA-5632892;R-HSA-5250938;R-HSA-113451;R-HSA-77613;R-HSA-6790987;R-HSA-77615;R-HSA-113454;R-HSA-6814549;R-HSA-6814559;R-HSA-6814555;R-HSA-6814554;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-83788;R-HSA-83790;R-HSA-6804276;R-HSA-450387;R-HSA-6798129;R-HSA-6801213;R-HSA-83803;R-HSA-450394;R-HSA-6798139;R-HSA-83805;R-HSA-170847;R-HSA-6798138;R-HSA-6801209;R-HSA-450406;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800138;R-HSA-6804242;R-HSA-210805;R-HSA-6805276;R-HSA-6805479;R-HSA-8849157;R-HSA-6799332;R-HSA-429955;R-HSA-6803425;R-HSA-6798304;R-HSA-6803437;R-HSA-5578712;R-HSA-5631941;R-HSA-5628871;R-HSA-429978;R-HSA-3215251;R-HSA-6791109;R-HSA-5578742;R-HSA-450466;R-HSA-72619;R-HSA-72621;R-HSA-6801355;R-HSA-5227490;R-HSA-5578744;R-HSA-6798282;R-HSA-6804425;R-HSA-429992;R-HSA-6803400;R-HSA-5628901;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6805470;R-HSA-69562;R-HSA-6798299;R-HSA-6804441;R-HSA-430021;R-HSA-5632914;R-HSA-5632924;R-HSA-5631903;R-HSA-5250947;R-HSA-6804402;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-72671;R-HSA-72670;R-HSA-72673;R-HSA-72672;R-HSA-6806405;R-HSA-72676;R-HSA-6799246;R-HSA-6806413;R-HSA-379887;R-HSA-6806412;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-450551;R-HSA-72691;R-HSA-6806419;R-HSA-6806417;R-HSA-156661;R-HSA-73718;R-HSA-72697;R-HSA-6804383;R-HSA-380927;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-3215310
R-HSA-5387390,Hh mutants abrogate ligand secretion,7,64,0.005289256,0.378899759,0.596451496,4,7,7.22E-04,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;DHX33;RPN2;PSMD2;PSME4,,R-HSA-5387392;R-HSA-5483238;R-HSA-5387386;R-HSA-5387389
R-HSA-5358508,Mismatch Repair,3,24,0.001983471,0.381506677,0.596451496,9,14,0.001444341,48887,Homo sapiens,PCNA;RPA2;MLH1,,R-HSA-5358545;R-HSA-5358512;R-HSA-5358579;R-HSA-5358597;R-HSA-5358599;R-HSA-5358519;R-HSA-5358518;R-HSA-5358619;R-HSA-5358510
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",3,24,0.001983471,0.381506677,0.596451496,1,7,7.22E-04,48887,Homo sapiens,SPCS3;SEC11A;SEC11C,,R-HSA-422051
R-HSA-5654732,Negative regulation of FGFR3 signaling,4,34,0.002809917,0.383848759,0.596451496,14,14,0.001444341,48887,Homo sapiens,SPRY2;MAPK1;GRB2;FRS2,,R-HSA-1295634;R-HSA-5654679;R-HSA-934604;R-HSA-1295632;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-934559;R-HSA-5654565;R-HSA-1295622;R-HSA-1295621;R-HSA-1295599;R-HSA-5654730
R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,4,34,0.002809917,0.383848759,0.596451496,5,5,5.16E-04,48887,Homo sapiens,GTF2H2C;POLR2B;POLR2C;GTF2H1;GTF2H2,,R-HSA-167072;R-HSA-167089;R-HSA-167478;R-HSA-167083;R-HSA-167085
R-HSA-113418,Formation of the Early Elongation Complex,4,34,0.002809917,0.383848759,0.596451496,3,3,3.10E-04,48887,Homo sapiens,GTF2H2C;POLR2B;POLR2C;GTF2H1;GTF2H2,,R-HSA-113402;R-HSA-112383;R-HSA-113407
R-HSA-162588,Budding and maturation of HIV virion,4,34,0.002809917,0.383848759,0.596451496,1,3,3.10E-04,48887,Homo sapiens,VPS37A;VPS37B,,R-HSA-3159232
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),9,85,0.007024793,0.385987772,0.596451496,16,16,0.001650676,48887,Homo sapiens,PCNA;GTF2H2C;POLR2B;POLR2C;RPA2;COPS7B;LIG3;GTF2H1;GTF2H2;PRPF19,,R-HSA-6782211;R-HSA-6781824;R-HSA-6782208;R-HSA-6781867;R-HSA-6781833;R-HSA-6782069;R-HSA-6782004;R-HSA-6782131;R-HSA-6782227;R-HSA-6782224;R-HSA-6781840;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138;R-HSA-6781818;R-HSA-6782234
R-HSA-381070,IRE1alpha activates chaperones,11,106,0.008760331,0.389999643,0.596451496,6,52,0.005364696,48887,Homo sapiens,DNAJC3;SEC61A2;HSPA5;SHC1;SRPR;HDGF;SEC62,,R-HSA-5250579;R-HSA-1791112;R-HSA-381217;R-HSA-1791134;R-HSA-1791139;R-HSA-1791157
R-HSA-421270,Cell-cell junction organization,7,65,0.005371901,0.393763381,0.596451496,3,19,0.001960177,48887,Homo sapiens,JUP;CDH2;CDH1;CTNND1;CTNNB1;MPP5,,R-HSA-420661;R-HSA-419002;R-HSA-419001
R-HSA-5633007,Regulation of TP53 Activity,17,169,0.013966942,0.394243908,0.596451496,68,90,0.009285051,48887,Homo sapiens,PRKAA1;PRKAA2;HDAC1;MRE11A;RPA2;PRDM1;PPP2R5C;MAPK14;GATAD2B;AURKB;CCNA2;PPP2R1B;TAF4B;ATM;TP53,,R-HSA-6805479;R-HSA-6799332;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6805103;R-HSA-6803437;R-HSA-349455;R-HSA-6805740;R-HSA-6805109;R-HSA-5628871;R-HSA-6805620;R-HSA-6791409;R-HSA-6805755;R-HSA-6799431;R-HSA-3215251;R-HSA-6805059;R-HSA-6804425;R-HSA-6793685;R-HSA-69685;R-HSA-3222020;R-HSA-3700992;R-HSA-6804191;R-HSA-6805470;R-HSA-6804188;R-HSA-6804955;R-HSA-3700997;R-HSA-6804441;R-HSA-6792871;R-HSA-6798374;R-HSA-3222128;R-HSA-6805285;R-HSA-3222259;R-HSA-6798372;R-HSA-6799777;R-HSA-3222006;R-HSA-6792491;R-HSA-6805035;R-HSA-6804276;R-HSA-3222116;R-HSA-6804402;R-HSA-6799409;R-HSA-3239014;R-HSA-6793661;R-HSA-6803719;R-HSA-6805126;R-HSA-6805638;R-HSA-5633460;R-HSA-6804998;R-HSA-6804996;R-HSA-6805122;R-HSA-6804879;R-HSA-6799246;R-HSA-3222237;R-HSA-3221982;R-HSA-6805399;R-HSA-6805650;R-HSA-6804242;R-HSA-6799761;R-HSA-6804383;R-HSA-6792863;R-HSA-6805276;R-HSA-3222093;R-HSA-6804379;R-HSA-6804762;R-HSA-5693609;R-HSA-3215310
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,6,55,0.004545455,0.397626114,0.596451496,11,20,0.002063345,48887,Homo sapiens,STX16;GOLGA1;STX6;PLIN3;NAPG;VAMP3,,R-HSA-6811431;R-HSA-6814678;R-HSA-6814676;R-HSA-6814675;R-HSA-6814674;R-HSA-6814671;R-HSA-6814670;R-HSA-6814684;R-HSA-6814683;R-HSA-6814091;R-HSA-6814682
R-HSA-422475,Axon guidance,57,594,0.049090909,0.401180921,0.596451496,131,285,0.029402662,48887,Homo sapiens,TRIO;YWHAB;IRS1;PIK3CD;AP2A1;WASL;RPS6KA4;PSMD9;TUBA1B;RPS6KA5;PSMD7;PPP2R1B;TUBB3;PSMD2;JAK1;EPHA7;HSP90AA1;SEMA6A;ITGA2;GAB1;FRS2;PPP2R5C;RHOB;VAV2;PSME4;ITGA5;MET;SOS2;EPHA2;PSMD11;ROCK1;RPN2;ROCK2;SHC1;EGFR;RASGRP3;RAP1B;SDCBP;ABLIM1;AP2S1;ABL1;PLXNA1;MAPK1;PDLIM7;PRNP;MYO10;ARPC5;TUBB4B;KBTBD6;GRB2,,R-HSA-593672;R-HSA-3928632;R-HSA-419087;R-HSA-3928628;R-HSA-3928617;R-HSA-3928616;R-HSA-3928612;R-HSA-3928602;R-HSA-3928601;R-HSA-400677;R-HSA-3928600;R-HSA-3928607;R-HSA-416546;R-HSA-418850;R-HSA-5675376;R-HSA-3928604;R-HSA-109862;R-HSA-3928595;R-HSA-392749;R-HSA-5674366;R-HSA-416559;R-HSA-392748;R-HSA-400682;R-HSA-418858;R-HSA-3928597;R-HSA-418856;R-HSA-555065;R-HSA-3928584;R-HSA-416562;R-HSA-3928591;R-HSA-418865;R-HSA-419646;R-HSA-399934;R-HSA-3928578;R-HSA-399935;R-HSA-3928577;R-HSA-419644;R-HSA-3928576;R-HSA-419645;R-HSA-5675373;R-HSA-399933;R-HSA-418874;R-HSA-399930;R-HSA-399931;R-HSA-399928;R-HSA-399942;R-HSA-5672980;R-HSA-8854981;R-HSA-399941;R-HSA-5672978;R-HSA-399939;R-HSA-376141;R-HSA-399951;R-HSA-416588;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-5672966;R-HSA-5672965;R-HSA-8855508;R-HSA-428885;R-HSA-416594;R-HSA-428883;R-HSA-5672960;R-HSA-5674496;R-HSA-399952;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-428888;R-HSA-5672969;R-HSA-8853734;R-HSA-198756;R-HSA-5658430;R-HSA-8853737;R-HSA-5658424;R-HSA-3928660;R-HSA-392053;R-HSA-3928651;R-HSA-392054;R-HSA-3928648;R-HSA-3928654;R-HSA-392051;R-HSA-375154;R-HSA-3928642;R-HSA-419197;R-HSA-3928647;R-HSA-3928646;R-HSA-443783;R-HSA-8853774;R-HSA-445071;R-HSA-445069;R-HSA-8855564;R-HSA-445064;R-HSA-5675206;R-HSA-445079;R-HSA-445077;R-HSA-445085;R-HSA-374686;R-HSA-5672950;R-HSA-5672951;R-HSA-8853793;R-HSA-445088;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-374696;R-HSA-4093329;R-HSA-4093327;R-HSA-5674132;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5674373;R-HSA-416725;R-HSA-416723;R-HSA-428515;R-HSA-5675198;R-HSA-8855915;R-HSA-5675194;R-HSA-419049;R-HSA-373738;R-HSA-5675431;R-HSA-428535;R-HSA-373750;R-HSA-8854899;R-HSA-8854897;R-HSA-199935;R-HSA-8854905;R-HSA-5675433
R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,5,45,0.003719008,0.401301938,0.596451496,10,11,0.00113484,48887,Homo sapiens,CCT6A;GNG2;GNG5;GNB5;GNAI2,,R-HSA-6814119;R-HSA-8850534;R-HSA-6814418;R-HSA-8850529;R-HSA-8850560;R-HSA-8850527;R-HSA-6814124;R-HSA-8850539;R-HSA-6814121;R-HSA-6814120
R-HSA-166054,Activated TLR4 signalling,13,128,0.010578512,0.402910665,0.596451496,42,85,0.008769215,48887,Homo sapiens,MAP2K3;JUN;TICAM2;UBE2D3;HMGB1;MAPK14;TANK;MAPK8;RPS6KA5;SOCS1;PPP2R1B;MAPK1;TMED7,,R-HSA-2569057;R-HSA-198731;R-HSA-2562541;R-HSA-168136;R-HSA-937029;R-HSA-198669;R-HSA-168915;R-HSA-450325;R-HSA-199959;R-HSA-5362500;R-HSA-203797;R-HSA-936985;R-HSA-450257;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-450333;R-HSA-166175;R-HSA-168162;R-HSA-2562564;R-HSA-936941;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-5362486;R-HSA-166245;R-HSA-450222;R-HSA-450348;R-HSA-450346;R-HSA-450292;R-HSA-936952;R-HSA-2559568;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168440;R-HSA-166072;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947;R-HSA-450296
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),2,15,0.001239669,0.402960168,0.596451496,8,8,8.25E-04,48887,Homo sapiens,MRE11A;LIG3,,R-HSA-5687653;R-HSA-5687664;R-HSA-5687484;R-HSA-5687675;R-HSA-5687640;R-HSA-5687464;R-HSA-5687673;R-HSA-5687465
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,2,15,0.001239669,0.402960168,0.596451496,4,4,4.13E-04,48887,Homo sapiens,PCNA;RPA2,,R-HSA-174451;R-HSA-174441;R-HSA-174446;R-HSA-174445
R-HSA-5693548,Sensing of DNA Double Strand Breaks,2,15,0.001239669,0.402960168,0.596451496,6,9,9.29E-04,48887,Homo sapiens,MRE11A;ATM,,R-HSA-3785768;R-HSA-5693540;R-HSA-75172;R-HSA-75174;R-HSA-5693612;R-HSA-5682044
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,2,15,0.001239669,0.402960168,0.596451496,3,5,5.16E-04,48887,Homo sapiens,WNT5A;KREMEN1,,R-HSA-3769401;R-HSA-3769370;R-HSA-5368586
R-HSA-1502540,Signaling by Activin,2,15,0.001239669,0.402960168,0.596451496,4,10,0.001031672,48887,Homo sapiens,SMAD2;SMAD3,,R-HSA-1549526;R-HSA-173488;R-HSA-1225919;R-HSA-170847
R-HSA-376172,DSCAM interactions,2,15,0.001239669,0.402960168,0.596451496,2,6,6.19E-04,48887,Homo sapiens,MAPK8;MAPK14,,R-HSA-451366;R-HSA-451347
R-HSA-70370,Galactose catabolism,2,15,0.001239669,0.402960168,0.596451496,1,4,4.13E-04,48887,Homo sapiens,PGM3;PGM1,,R-HSA-70427
R-HSA-5654733,Negative regulation of FGFR4 signaling,4,35,0.002892562,0.404446764,0.596451496,14,14,0.001444341,48887,Homo sapiens,SPRY2;MAPK1;GRB2;FRS2,,R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-1295604;R-HSA-1295609;R-HSA-5654684;R-HSA-1549564;R-HSA-1295613;R-HSA-5654566;R-HSA-934559;R-HSA-1295622;R-HSA-1295621;R-HSA-5654734;R-HSA-1295599
R-HSA-5654699,SHC-mediated cascade:FGFR2,4,35,0.002892562,0.404446764,0.596451496,4,4,4.13E-04,48887,Homo sapiens,SHC1;GRB2;FRS2,,R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402
R-HSA-933541,TRAF6 mediated IRF7 activation,4,35,0.002892562,0.404446764,0.596451496,6,11,0.00113484,48887,Homo sapiens,RNF135;SIKE1;DHX36;TANK,,R-HSA-933531;R-HSA-918230;R-HSA-933527;R-HSA-933525;R-HSA-933538;R-HSA-933537
R-HSA-5654704,SHC-mediated cascade:FGFR3,3,25,0.002066116,0.406126423,0.596451496,4,4,4.13E-04,48887,Homo sapiens,SHC1;GRB2,,R-HSA-5654646;R-HSA-5654647;R-HSA-5654625;R-HSA-5654634
R-HSA-75067,Processing of Capped Intronless Pre-mRNA,3,25,0.002066116,0.406126423,0.596451496,5,10,0.001031672,48887,Homo sapiens,CPSF4;CPSF1;CPSF3,,R-HSA-77589;R-HSA-77591;R-HSA-77590;R-HSA-77593;R-HSA-77592
R-HSA-450294,MAP kinase activation in TLR cascade,7,66,0.005454545,0.408628198,0.596451496,20,32,0.003301351,48887,Homo sapiens,MAP2K3;JUN;MAPK8;RPS6KA5;PPP2R1B;MAPK1;MAPK14,,R-HSA-168162;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-198731;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-450333;R-HSA-199935;R-HSA-450296
R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,7,66,0.005454545,0.408628198,0.596451496,11,27,0.002785515,48887,Homo sapiens,ESRRA;TFAM;CYCS;PPARGC1B,,R-HSA-1592249;R-HSA-2466391;R-HSA-2466369;R-HSA-1592238;R-HSA-2466370;R-HSA-1605428;R-HSA-1592229;R-HSA-1592245;R-HSA-1592246;R-HSA-1592231;R-HSA-1592247
R-HSA-446203,Asparagine N-linked glycosylation,40,415,0.034297521,0.412902304,0.596451496,54,143,0.014752914,48887,Homo sapiens,SEC23A;TMED10;B4GALT1;RPN2;RAB1B;DCTN4;DERL1;TGFA;UAP1;MIA3;AREG;NAPG;TUBA1B;DHX33;PPP6R1;TUBB3;MAN1A2;PGM3;TMED3;TMED2;ST3GAL5;MLEC;TMED7;MPDU1;SEC24B;ALG9;SEC24A;FUCA1;SLC35C1;TUBB4B;MARCH6;DYNLL2;RAD23B;DLC1;RFT1;B4GALT5,,R-HSA-5694423;R-HSA-446215;R-HSA-446212;R-HSA-901006;R-HSA-5694421;R-HSA-5694418;R-HSA-5694417;R-HSA-446209;R-HSA-6814831;R-HSA-5694427;R-HSA-446216;R-HSA-5694425;R-HSA-964737;R-HSA-6814833;R-HSA-5694415;R-HSA-5694413;R-HSA-5694410;R-HSA-5694409;R-HSA-1022127;R-HSA-975919;R-HSA-6807877;R-HSA-6807875;R-HSA-8850594;R-HSA-6807872;R-HSA-5694439;R-HSA-5694436;R-HSA-532667;R-HSA-5694435;R-HSA-5694446;R-HSA-5693807;R-HSA-5694445;R-HSA-5694441;R-HSA-742345;R-HSA-203973;R-HSA-4084984;R-HSA-6809006;R-HSA-6809003;R-HSA-6809015;R-HSA-964830;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-964825;R-HSA-6807868;R-HSA-6807866;R-HSA-6807864;R-HSA-8867288;R-HSA-5694527;R-HSA-446188;R-HSA-204008;R-HSA-5694522;R-HSA-446185;R-HSA-446198;R-HSA-446204
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,6,56,0.004628099,0.413836862,0.596451496,7,7,7.22E-04,48887,Homo sapiens,GTF2H2C;POLR2B;POLR2C;COPS7B;GTF2H1;GTF2H2;PRPF19,,R-HSA-6782069;R-HSA-6782004;R-HSA-6781840;R-HSA-6781824;R-HSA-6781867;R-HSA-6781818;R-HSA-6781833
